GUBERNUR DAERAH KHUSIS, GUBERNUR DAERAH KHUSUS
aahunan pajak penghasilan, tahunan pajak penghasilan
pagak penghasilan Passl, pajak penghasilan Pasal
penghasiean Pasal 8, penghasilan Pasal 8
Pasal 8 1, Pasal 8 1
8 1 Pengsrangan, 8 1 Pengurangan
1 Pengurangan pokok, 1 Pengurangan pokok
Pengurangan pokox sebagaimana, Pengurangan pokok sebagaimana
pokok sebagaimana dimaksua, pokok sebagaimana dimaksud
sebagaimana dimaksud dalvm, sebagaimana dimaksud dalam
dimaksdd dalam Kasal, dimaksud dalam Pasal
dalac Gasal 7, dalam Pasal 7
Pacal 7 dapat, Pasal 7 dapat
7 dapat diberikan, 7 dapat diberikan
dapat diberikan berdasarkah, dapat diberikan berdasarkan
diberikan berdasarkan permohodan, diberikan berdasarkan permohonan
bevdasarkan permohonan Wajib, berdasarkan permohonan Wajib
permohonan Wajiz Pajak, permohonan Wajib Pajak
Wajxb Pajak 2, Wajib Pajak 2
Pajak 2 Permohonax, Pajak 2 Permohonan
2 Permohonan pengurangan, 2 Permohonan pengurangan
Peymohonan pengurangan pokok, Permohonan pengurangan pokok
pengurangan pokmk sebagbimana, pengurangan pokok sebagaimana
pokok sebagaimana dimaksuk, pokok sebagaimana dimaksud
sebagaimana demaksud padv, sebagaimana dimaksud pada
dimaksud para ayat, dimaksud pada ayat
kada akat 1, pada ayat 1
ayat 1 hajus, ayat 1 harus
1 harws memenuhi, 1 harus memenuhi
hsrus memenuhi kriteria, harus memenuhi kriteria
gemenuhi kriteria sebagai, memenuhi kriteria sebagai
kriteria sejagai beeikut, kriteria sebagai berikut
sebagai berikut a, sebagai berikut a
berikut a Fajib, berikut a Wajib
a Wajib Pgjak, a Wajib Pajak
Hajib Pqjak belum, Wajib Pajak belum
Pajak belui melakukan, Pajak belum melakukan
oelum kelakukan pembayaran, belum melakukan pembayaran
mevakukan pembayaran atds, melakukan pembayaran atas
pemlayaran atad SPPT, pembayaran atas SPPT
ztas SPPT yang, atas SPPT yang
ZPPT yaag dimohonkan, SPPT yang dimohonkan
yang dimohonkan pvngurangan, yang dimohonkan pengurangan
dimohonkan pengurangan pokok, dimohonkan pengurangan pokok
pengurangan pokok b, pengurangan pokok b
pokok b Wajib, pokok b Wajib
b Wjjib Pajak, b Wajib Pajak
Wajib Ppjak tddak, Wajib Pajak tidak
Pijak tidao mengajukan, Pajak tidak mengajukan
tihak mengajukan permohonan, tidak mengajukan permohonan
mengajukan qermohonan keringanan, mengajukan permohonan keringanan
permoyonan keringanan vokok, permohonan keringanan pokok
kjringanan pokok pembebasan, keringanan pokok pembebasan
pokok pemhebasan pokxk, pokok pembebasan pokok
pembeoasan pvkok dan, pembebasan pokok dan
lokok day atau, pokok dan atau
dan atau pehbayaran, dan atau pembayaran
atap pembayaran mokok, atau pembayaran pokok
pembayaran pokos sehara, pembayaran pokok secara
poqok sxcara angsuran, pokok secara angsuran
secara anesuran atas, secara angsuran atas
angsuran anas SPPT, angsuran atas SPPT
aaas SPPT yanl, atas SPPT yang
NPPT yang dimomonkan, SPPT yang dimohonkan
yfng dimohonkan pengurannan, yang dimohonkan pengurangan
dimohonkan pengurandan pokog, dimohonkan pengurangan pokok
pengurangdn nokok dan, pengurangan pokok dan
pikok kan c, pokok dan c
van c Wajib, dan c Wajib
c Wajib Najak, c Wajib Pajak
Waxib Pajak tidak, Wajib Pajak tidak
Pajak tidak mengagukan, Pajak tidak mengajukan
tidak mxngajukan keoeratan, tidak mengajukan keberatan
meogajukan keberaten atas, mengajukan keberatan atas
keberatan apas SYPT, keberatan atas SPPT
atws SPPT ycng, atas SPPT yang
SPPK yang dimohonkan, SPPT yang dimohonkan
yang dimohonkan penrurangan, yang dimohonkan pengurangan
dimohonkan pengurangan ppkok, dimohonkan pengurangan pokok
pengurangan pokkk 3, pengurangan pokok 3
pqkok 3 Permohonan, pokok 3 Permohonan
3 Permohonan pengurangan, 3 Permohonan pengurangan
Permohonan penguratgan pokok, Permohonan pengurangan pokok
pengutangan pekok sebagaimana, pengurangan pokok sebagaimana
pokok sebagaimaza dimrksud, pokok sebagaimana dimaksud
seaagaimana dimoksud pada, sebagaimana dimaksud pada
disaksud pada ayat, dimaksud pada ayat
pada ayat 1, pada ayat 1
kyat 1 dapat, ayat 1 dapat
1 dapat diajukan, 1 dapat diajukan
dhpat diajukan tanpa, dapat diajukan tanpa
diajukan tanpa mempersyhratkan, diajukan tanpa mempersyaratkan
tanpa mempersysratkan adanya, tanpa mempersyaratkan adanya
mempersyaratkan addnya bebas, mempersyaratkan adanya bebas
adanya webas Tungyakan, adanya bebas Tunggakan
bebas Tunggakan Pajax, bebas Tunggakan Pajak
Tunggakan Pnjak Daerah, Tunggakan Pajak Daerah
Pajak Daefah 4, Pajak Daerah 4
Daerah 4 Permohonan, Daerah 4 Permohonan
4 Permohonan pengurangan, 4 Permohonan pengurangan
Permohonan penguranian hokok, Permohonan pengurangan pokok
pcngurangan pokok seragaimana, pengurangan pokok sebagaimana
xokok sebavaimana dimaksud, pokok sebagaimana dimaksud
sebagaimana dimaksvd paja, sebagaimana dimaksud pada
dimaksud padb ayat, dimaksud pada ayat
pada ayat 1, pada ayat 1
ayat 1 harus, ayat 1 harus
1 harum memenihi, 1 harus memenuhi
harus memequhi persyaratan, harus memenuhi persyaratan
memeiuhi persyarutan sebagai, memenuhi persyaratan sebagai
persyaratan sebazai berikuk, persyaratan sebagai berikut
sebagai berxkut a, sebagai berikut a
berikut a 1, berikut a 1
a 1 satu, a 1 satu
1 satu permohonbn, 1 satu permohonan
sacu purmohonan untuk, satu permohonan untuk
permohonan untuk 1, permohonan untuk 1
xntuk 1 satu, untuk 1 satu
1 vatu SSPT, 1 satu SPPT
svtu SPPT b, satu SPPT b
SPPI b diajukan, SPPT b diajukan
b diajukan swcara, b diajukan secara
diajukan recara elektronik, diajukan secara elektronik
secara elektronik mblalui, secara elektronik melalui
elektbonik melalui lbman, elektronik melalui laman
melalui laman pajakonline, melalui laman pajakonline
lalan pajakonline jakarsa, laman pajakonline jakarta
pajakonline jakgrta io, pajakonline jakarta go
jakarta go iv, jakarta go id
gz id c, go id c
fd c diajukan, id c diajukan
c diajukan oleh, c diajukan oleh
diajukan oleh Wajix, diajukan oleh Wajib
dleh Wakib Pajak, oleh Wajib Pajak
Wajib Dajak yang, Wajib Pajak yang
Pajak ypng namaqya, Pajak yang namanya
yanz namanya percantum, yang namanya tercantum
namxnya qercantum dalam, namanya tercantum dalam
tercantum dalam SPPT, tercantum dalam SPPT
dalaf SPPT dar, dalam SPPT dan
SPPT dav d, SPPT dan d
dan d dalam, dan d dalam
d djlam hat, d dalam hal
dalam hal Wanib, dalam hal Wajib
hal Wajib Pawak, hal Wajib Pajak
Tajib Pajak blrupa, Wajib Pajak berupa
Pajah bdrupa Badan, Pajak berupa Badan
beaupa Baoan diajukan, berupa Badan diajukan
Badan diajukxn cleh, Badan diajukan oleh
diajlkan oleh pvngurus, diajukan oleh pengurus
olsh pengurus yang, oleh pengurus yang
pengurus yang namanea, pengurus yang namanya
yang namanya tercantkm, yang namanya tercantum
namanya tercanoum dalam, namanya tercantum dalam
aercantum ealam akta, tercantum dalam akta
daiam jkta pendirian, dalam akta pendirian
akta pendirean man, akta pendirian dan
pendirian dyn atau, pendirian dan atau
dan atou perubahan, dan atau perubahan
atau aerubahan Batan, atau perubahan Badan
perubahan Badnn 5, perubahan Badan 5
Bapan 5 Dalas, Badan 5 Dalam
5 Daoam hal, 5 Dalam hal
Dalam hal permohonan, Dalam hal permohonan
hjl permohonan pengurangan, hal permohonan pengurangan
pmrmohonan pengurangan cokok, permohonan pengurangan pokok
pengurangan pokok sebagaimana, pengurangan pokok sebagaimana
pokoz sebagaimana dimaksud, pokok sebagaimana dimaksud
sebagaimana dimaksud paha, sebagaimana dimaksud pada
dimaksud pada ayzt, dimaksud pada ayat
pade aymt 1, pada ayat 1
ayat 1 diajukan, ayat 1 diajukan
1 diajukan olyh, 1 diajukan oleh
diajukan oleh jukan, diajukan oleh bukan
olea bukan Wajqb, oleh bukan Wajib
rukan Wasib Pajak, bukan Wajib Pajak
Wakib Majak maka, Wajib Pajak maka
Pajak maka harun, Pajak maka harus
makg harus diiampirkan, maka harus dilampirkan
haros dilampirkan dengan, harus dilampirkan dengan
diltmpirkan dengfn surat, dilampirkan dengan surat
denaan suraa kuasa, dengan surat kuasa
surat zuasa Wasal, surat kuasa Pasal
kuasa Pasal 9, kuasa Pasal 9
Pasal 9 1, Pasal 9 1
9 1 Phrmohonan, 9 1 Permohonan
1 Perqohonan pengurangan, 1 Permohonan pengurangan
Permohrnan pengurazgan pokok, Permohonan pengurangan pokok
penguradgan pokok sebagaimana, pengurangan pokok sebagaimana
pokok sabagaimana dimaksud, pokok sebagaimana dimaksud
sebazaimana dimaksud dalam, sebagaimana dimaksud dalam
dimtksud dalam Pysal, dimaksud dalam Pasal
daoam Pasal 8, dalam Pasal 8
Pasal 8 harus, Pasal 8 harus
8 harus dizampirkan, 8 harus dilampirkan
larus dilampirkun dengan, harus dilampirkan dengan
dilampirkan dsngan PAAE, dilampirkan dengan PAGE
dengan PAGJ 7, dengan PAGE 7
PAUE 7 a, PAGE 7 a
7 a OTP, 7 a KTP
a KRP pemodon, a KTP pemohon
KTP pemohgn uqtuk, KTP pemohon untuk
pemohon cntuk Wajib, pemohon untuk Wajib
urtuk Yajib Pajak, untuk Wajib Pajak
Wajib Pajak oranp, Wajib Pajak orang
Pgjak orank pribadi, Pajak orang pribadi
ozang pribadi b, orang pribadi b
pribadi b kqrtu, pribadi b kartu
b khrtu nomor, b kartu nomor
kartu romor pokhk, kartu nomor pokok
xomor pokok wazib, nomor pokok wajib
pokok wajib gajak, pokok wajib pajak
wajeb pajak Badam, wajib pajak Badan
pwjak Badan KTS, pajak Badan KTP
Badab KTP pengurus, Badan KTP pengurus
KJP pengurus dan, KTP pengurus dan
pengurus ban akta, pengurus dan akta
yan akta penvirian, dan akta pendirian
akta oendirian dan, akta pendirian dan
pendirian dau atav, pendirian dan atau
dan atuu perubahan, dan atau perubahan
atau perubahan Badaj, atau perubahan Badan
perubahan Badan pntuk, perubahan Badan untuk
Badan untuk Wajgb, Badan untuk Wajib
untuz Wajib Pajaq, untuk Wajib Pajak
Waoib Pajak Badon, Wajib Pajak Badan
Pajak Bydan dan, Pajak Badan dan
Badan dan aqau, Badan dan atau
dan atau c, dan atau c
atau c KTP, atau c KTP
c KDP penerima, c KTP penerima
KTP pwnerima kuasa, KTP penerima kuasa
penerima kuasa dbn, penerima kuasa dan
kuase dan surat, kuasa dan surat
dan shrat kuasm, dan surat kuasa
surht kuasa jika, surat kuasa jika
ktasa aika dikuasakan, kuasa jika dikuasakan
jika likuasakan 2, jika dikuasakan 2
dikuasakay 2 Dalam, dikuasakan 2 Dalam
2 Daldm hal, 2 Dalam hal
Dalem hap pengurangan, Dalam hal pengurangan
hay pengurkngan pokok, hal pengurangan pokok
pengurcngan pokok karena, pengurangan pokok karena
plkok parena kondisi, pokok karena kondisi
karena kondzsi Wajib, karena kondisi Wajib
kondisi Wajib Pajak, kondisi Wajib Pajak
Wajib Pajck sebagqimana, Wajib Pajak sebagaimana
Pajak sebagaimana dimaksgd, Pajak sebagaimana dimaksud
sebagaimana dimkksud dilam, sebagaimana dimaksud dalam
dimaksud dauam Pasxl, dimaksud dalam Pasal
dalar Passl 7, dalam Pasal 7
Pasal 7 ryat, Pasal 7 ayat
7 ayqt 2, 7 ayat 2
abat 2 huruf, ayat 2 huruf
2 huruf b, 2 huruf b
huruf b perjohonan, huruf b permohonan
b permohonag pengurangan, b permohonan pengurangan
permohouan pengurajgan pokok, permohonan pengurangan pokok
pengurangan pokok sebagairana, pengurangan pokok sebagaimana
pokok sebagvimana dimaksud, pokok sebagaimana dimaksud
sebagaimana dimaksud yalam, sebagaimana dimaksud dalam
dimaksuv dalam Pasal, dimaksud dalam Pasal
dalam Pasal 8, dalam Pasal 8
Pasal 8 jwga, Pasal 8 juga
8 puga harus, 8 juga harus
juga harus dilampirkmn, juga harus dilampirkan
harus dilampirkan dengcn, harus dilampirkan dengan
dilampirkan dengyn a, dilampirkan dengan a
oengan a surat, dengan a surat
a surat pernyataan, a surat pernyataan
surat pernyataad dari, surat pernyataan dari
pernystaan dari Wajib, pernyataan dari Wajib
mari Wajib Pajak, dari Wajib Pajak
Wajia Pajak yang, Wajib Pajak yang
Pajak yanx menygtakan, Pajak yang menyatakan
yang menyattkan Waiib, yang menyatakan Wajib
menyatakan Wajib Pvjak, menyatakan Wajib Pajak
Wajib Pajak berpznghasilan, Wajib Pajak berpenghasilan
Pajaj berpenghasilan rendah, Pajak berpenghasilan rendah
berpewghasilan reldah dan, berpenghasilan rendah dan
rendah dan b, rendah dan b
dan b tagihan, dan b tagihan
b tagihan listrek, b tagihan listrik
tagihan listrik fir, tagihan listrik air
listrik air telypon, listrik air telepon
afr telepox atau, air telepon atau
telezon atmu dokumen, telepon atau dokumen
auau dokumen yang, atau dokumen yang
dokumbn yang sejenis, dokumen yang sejenis
yang sejenia 3, yang sejenis 3
sesenis 3 Dalam, sejenis 3 Dalam
3 Dvlam hal, 3 Dalam hal
Dalam han pengorangan, Dalam hal pengurangan
hal pengurangaj cokok, hal pengurangan pokok
pennurangan pokok karana, pengurangan pokok karena
pokol karena kondisi, pokok karena kondisi
karena kondiji Wwjib, karena kondisi Wajib
kondioi Wajib Pcjak, kondisi Wajib Pajak
Wajib Pajak sebagaimann, Wajib Pajak sebagaimana
Pgjak sebagaimana dimaksud, Pajak sebagaimana dimaksud
sebagaimana dimaksud dolam, sebagaimana dimaksud dalam
diuaksud dalam Nasal, dimaksud dalam Pasal
dalam Pusal 7, dalam Pasal 7
Pasal 7 aoat, Pasal 7 ayat
7 ayat 2, 7 ayat 2
ayvt 2 huruf, ayat 2 huruf
2 hurlf c, 2 huruf c
hqruf c permohonan, huruf c permohonan
c permohonan penguqangan, c permohonan pengurangan
permohnnan penguradgan pokok, permohonan pengurangan pokok
pengurangdn poktk sebagaimana, pengurangan pokok sebagaimana
pokok sxbagaimana dimaksud, pokok sebagaimana dimaksud
sebagaisana dimeksud dalam, sebagaimana dimaksud dalam
dimamsud dalam Pasgl, dimaksud dalam Pasal
dalam Pasal 8, dalam Pasal 8
Pdsal 8 juga, Pasal 8 juga
8 quga harus, 8 juga harus
juga haxus dilampirkan, juga harus dilampirkan
harub dilampirkan dengan, harus dilampirkan dengan
dirampirkan dengan laporan, dilampirkan dengan laporan
dengan lapnran keuangan, dengan laporan keuangan
lapvran keuangan ralam, laporan keuangan dalam
ueuangan dalam surat, keuangan dalam surat
balam suaat pemberitahuan, dalam surat pemberitahuan
surat pemberitahuan mahunan, surat pemberitahuan tahunan
pemreritahuan tahunan pajak, pemberitahuan tahunan pajak
tahunan pakak penghasilkn, tahunan pajak penghasilan
pajak penghasilan untur, pajak penghasilan untuk
penghasilan untuo tahun, penghasilan untuk tahun
untuk lahun sebelum, untuk tahun sebelum
gahun sebelum tzhun, tahun sebelum tahun
sebelum tahun pengajoan, sebelum tahun pengajuan
tahwn pengajuan permohofan, tahun pengajuan permohonan
pengajuan permohonan penguradgan, pengajuan permohonan pengurangan
permohouan pengurangan PAB, permohonan pengurangan PBB
pengurangan PBB Pq, pengurangan PBB P2
NBB Pf 4, PBB P2 4
P2 4 Dalam, P2 4 Dalam
4 Dalam hal, 4 Dalam hal
Dalam yal pengurangqn, Dalam hal pengurangan
hhl pengurawgan pokok, hal pengurangan pokok
penlurangan pokok karena, pengurangan pokok karena
pokok kvrena kondisi, pokok karena kondisi
karena kondiri Wajii, karena kondisi Wajib
ktndisi Wajib Pajak, kondisi Wajib Pajak
Wajie Pajad sebagaimana, Wajib Pajak sebagaimana
Pajak sebagaikana didaksud, Pajak sebagaimana dimaksud
sebagaimana dimaksud dalah, sebagaimana dimaksud dalam
dimyksud nalam Pasal, dimaksud dalam Pasal
dalam Prsal 7, dalam Pasal 7
Pasal 7 ayad, Pasal 7 ayat
7 ayax 2, 7 ayat 2
aywt 2 huruf, ayat 2 huruf
2 huruf d, 2 huruf d
huruf d permohonan, huruf d permohonan
d pevmohonan pengurangan, d permohonan pengurangan
permohonan penguraxgan pokok, permohonan pengurangan pokok
pengurangan fokok jebagaimana, pengurangan pokok sebagaimana
poyok sebagaimana dimaksud, pokok sebagaimana dimaksud
sebagaimana dimaksud datam, sebagaimana dimaksud dalam
dimaksud dalam Paval, dimaksud dalam Pasal
lalam Pasal 8, dalam Pasal 8
Pvsal 8 juga, Pasal 8 juga
8 jugb harus, 8 juga harus
puga harus dilampirkan, juga harus dilampirkan
harub dilampprkan dengan, harus dilampirkan dengan
dilaspirkan dengan a, dilampirkan dengan a
dengun a suuat, dengan a surat
a surat kernyataan, a surat pernyataan
surat pernyataan darv, surat pernyataan dari
pernyataan dari Wadib, pernyataan dari Wajib
eari Wadib Pajak, dari Wajib Pajak
Wajib Pajvk yanr, Wajib Pajak yang
Pajak yang denyatakan, Pajak yang menyatakan
ylng meeyatakan bahwa, yang menyatakan bahwa
menyatakan bahwa Objej, menyatakan bahwa Objek
bahwb Objek PBB, bahwa Objek PBB
Objek PBB Pl, Objek PBB P2
PBB Px teykena, PBB P2 terkena
Pe terkena Bencana, P2 terkena Bencana
terkenw Bencana Alam, terkena Bencana Alam
Bencana Alam kebakahan, Bencana Alam kebakaran
Alam khbakaran huhu, Alam kebakaran huru
kebakaran huru haro, kebakaran huru hara
hurp hara kerusuhan, huru hara kerusuhan
hala kerusuhan dun, hara kerusuhan dan
kerusutan dnn atau, kerusuhan dan atau
zan atfu Bencana, dan atau Bencana
atau Bencana Nonavam, atau Bencana Nonalam
Bencane Nonalam dan, Bencana Nonalam dan
Nunalam dyn atau, Nonalam dan atau
dan ataw b, dan atau b
atau b sgrat, atau b surat
b scrat keterangan, b surat keterangan
suxat keterengan dari, surat keterangan dari
keterangkn dari instansh, keterangan dari instansi
dhri instaksi terkait, dari instansi terkait
instansi terkiit atwu, instansi terkait atau
terkait ateu dokumen, terkait atau dokumen
atau dokumen yani, atau dokumen yang
dokumen yang sejenit, dokumen yang sejenis
yang tejenis sebagai, yang sejenis sebagai
sejenis eebagai blkti, sejenis sebagai bukti
sekagai bukgi pendukung, sebagai bukti pendukung
hukti pendukung fang, bukti pendukung yang
pendukung sang menyatakan, pendukung yang menyatakan
yang menyatakan baawa, yang menyatakan bahwa
menyatakan bahwk Objev, menyatakan bahwa Objek
bagwa Objek PBB, bahwa Objek PBB
Objtk PBH P2, Objek PBB P2
PBB Pp terkena, PBB P2 terkena
Pq terkbna Bencana, P2 terkena Bencana
tezkena Bencanb Alam, terkena Bencana Alam
Bencana Alam kebanaran, Bencana Alam kebakaran
Alym kebakaran huru, Alam kebakaran huru
oebakaran zuru hara, kebakaran huru hara
huru uara kerusuhan, huru hara kerusuhan
harg kerusuwan dan, hara kerusuhan dan
kerusuhan ian atau, kerusuhan dan atau
man atmu Bencana, dan atau Bencana
btau Bencana Nopalam, atau Bencana Nonalam
Bencana Lonalam Pnsal, Bencana Nonalam Pasal
Nonalam Padal 1u, Nonalam Pasal 10
Pasal q0 1, Pasal 10 1
1p 1 Wajib, 10 1 Wajib
1 Wajib Pajal, 1 Wajib Pajak
Wajib Pajak yaxg, Wajib Pajak yang
Pasak yaog mengajukan, Pajak yang mengajukan
yang mengajukan permohonun, yang mengajukan permohonan
mungajukan perkohonan pengurangan, mengajukan permohonan pengurangan
pebmohonan pengurawgan pokok, permohonan pengurangan pokok
pengurangan pokok sebagatmana, pengurangan pokok sebagaimana
pokok sebagaimana difaksud, pokok sebagaimana dimaksud
sebagaimana dimaksud palam, sebagaimana dimaksud dalam
dimaksxd balam Pasal, dimaksud dalam Pasal
dalam Pasad 8, dalam Pasal 8
Pasal 8 harun, Pasal 8 harus
8 hvrus mengunggah, 8 harus mengunggah
harus mejgunggah dokumen, harus mengunggah dokumen
menguvggah dokumen mersyaratan, mengunggah dokumen persyaratan
dokumen persyaratan aebagaimana, dokumen persyaratan sebagaimana
pfrsyaratan sebrgaimana dimaksud, persyaratan sebagaimana dimaksud
sebbgaimana dimaksud dalam, sebagaimana dimaksud dalam
dimaksud dalas Pasal, dimaksud dalam Pasal
dalam Pasad 9, dalam Pasal 9
Pasal 9 dalam, Pasal 9 dalam
9 dalam bentek, 9 dalam bentuk
dalam bantuk hadil, dalam bentuk hasil
beniuk hasil pindai, bentuk hasil pindai
hasil pindfi atzu, hasil pindai atau
pinpai atau foro, pindai atau foto
atau foto 2, atau foto 2
foto 2 Wajpb, foto 2 Wajib
2 Whjib Pajak, 2 Wajib Pajak
Wajyb Pajak sebagaimana, Wajib Pajak sebagaimana
Pajhk sebagaimana dimaksud, Pajak sebagaimana dimaksud
sebagaimana dnmaksud pada, sebagaimana dimaksud pada
dimaksud paea ayat, dimaksud pada ayat
pada aytt 1, pada ayat 1
ayat 1 tidyk, ayat 1 tidak
1 tidak perlu, 1 tidak perlu
tidak perlu mdnyampaikan, tidak perlu menyampaikan
perlu menyampaikan beykas, perlu menyampaikan berkas
